angle,x,y
0.348,-4.0199060158189805,5.6817211849916
0.35,-4.114496766047311,5.663118960624632
0.352,-4.20925108072493,5.643031573490973
0.354,-4.304146507677805,5.621452022426675
0.356,-4.399160445203179,5.598373636812727
0.358,-4.494270146841416,5.573790079219888
0.36,-4.589452726190566,5.547695347985682
0.362,-4.684685161762776,5.520083779722884
0.364,-4.779944301881521,5.490950051758836
0.366,-4.875206869618721,5.460289184505014
0.368,-4.97044946777074,5.42809654375616
0.37,-5.065648583872297,5.394367842918445
0.372,-5.160780595247267,5.359099145166028
0.374,-5.255821774095391,5.322286865525456
0.376,-5.350748292613826,5.2839277728873455
0.378,-5.4455362281525765,5.244018991944806
0.38,-5.540161568402726,5.202558005058035
0.382,-5.634600216616448,5.159542654044628
0.384,-5.728827996857718,5.114971141895053
0.386,-5.822820659282723,5.068842034412824
0.388,-5.916553885448836,5.021154261778887
0.39,-6.010003293651156,4.9719071200397815
0.392,-6.103144444285463,4.921100272519093
0.394,-6.195952845236557,4.868733751151835
0.396,-6.288403957290856,4.814807957741274
0.398,-6.3804731995721795,4.75932366513785
0.4,-6.472135954999579,4.702282018339786
0.402,-6.56336757576616,4.643684535515033
0.404,-6.654143388837694,4.5835331089441915
0.406,-6.744438701470001,4.521830005884086
0.408,-6.834228806743876,4.458577869351637
0.41,-6.923488989116521,4.3937797188277745
0.412,-7.012194529988259,4.3274389508810795
0.414,-7.1003207132834385,4.259559339710875
0.416,-7.18784283104439,4.190145037609531
0.418,-7.274736189037235,4.119200575343718
0.42,-7.360976112368452,4.046730862454411
0.422,-7.446537951111004,3.9727411874754086
0.424,-7.531397085938858,3.8972372180702184
0.426,-7.615528933768767,3.820225001087075
0.428,-7.698908953408137,3.7417109625319855
0.43,-7.781512651207766,3.6617019074596264
0.432,-7.863315586718363,3.580205019781977
0.434,-7.944293378349564,3.4972278619945927
0.436,-8.02442170903039,3.412778374820405
0.438,-8.10367633186985,3.3268648767709803
0.44,-8.182033075816612,3.2394960636251677
0.442,-8.259467851316451,3.150681007825137
0.444,-8.335956655966402,3.0604291577897116
0.446,-8.411475580164351,2.9687503371450394
0.448,-8.48600081275291,2.8756547438725995
0.45,-8.559508646656381,2.7811529493745275
0.452,-8.631975484509653,2.685255897456396
0.454,-8.703377844277774,2.5879749032273827
0.456,-8.773692364865104,2.489321651918005
0.458,-8.842895811712788,2.389308197615457
0.46,-8.910965082383408,2.287946961916665
0.462,-8.977877212131588,2.1852507324992154
0.464,-9.043609379459438,2.081232661610256
0.466,-9.108138911655564,1.9759062644735508
0.468,-9.171443290316551,1.8692854176148503
0.47,-9.233500156849672,1.761384357105815
0.472,-9.294287317955698,1.6522176767266084
0.474,-9.35378275109059,1.5418003260474982
0.476,-9.41196460990494,1.4301476084296076
0.478,-9.468811229659984,1.3172751789451436
0.48,-9.524301132618985,1.2031990422173235
0.482,-9.57841303341288,1.0879355501803654
0.484,-9.631125844378985,0.9715013997597609
0.486,-9.682418680871635,0.8539136304732233
0.488,-9.732270866543592,0.7351896219526265
0.49,-9.780661938597062,0.6153470913872732
0.492,-9.827571653003211,0.49440409088893345
0.494,-9.87297998968902,0.37237900477895314
0.496,-9.916867157690335,0.2492905467979111
0.498,-9.95921360027001,0.12515775723819425
0.5,-10.0,1.2246467991473533e-15
0.502,-10.039207283806313,-0.12616304042886
0.504,-10.076816627975663,-0.2533113620688427
0.506,-10.112809463122764,-0.3814246486197351
0.508,-10.147167479117138,-0.5104822727064573
0.51,-10.179872629968369,-0.6404632991989961
0.512,-10.210907138668686,-0.7713464886060318
0.514,-10.240253501991814,-0.9031103005416373
0.516,-10.267894495247019,-1.035732897264536
0.518,-10.293813176987287,-1.1691921472892697
0.52,-10.31799289367057,-1.3034656290687647
0.522,-10.34041728427304,-1.4385306347476232
0.524,-10.361070284853339,-1.574364173985532
0.526,-10.37993613306677,-1.7109429778501746
0.528,-10.39699937262841,-1.8482435027789157
0.53,-10.412244857724101,-1.9862419346086828
0.532,-10.425657757368388,-2.1249141926732933
0.534,-10.437223559708306,-2.2642359339675426
0.536,-10.446928076272107,-2.4041825573773665
0.538,-10.454757446161892,-2.544729207975279
0.54,-10.460698140189216,-2.6858507813804344
0.542,-10.464736964952689,-2.8275219281824815
0.544,-10.466861066856616,-2.9697170584284986
0.546,-10.467057936069745,-3.112410346172141
0.548,-10.465315410423207,-3.255575734084305
0.55,-10.461621679246688,-3.399186938124425
0.552,-10.455965287141979,-3.543217452271593
0.554,-10.44833513769294,-3.6876405533146936
0.556,-10.438720497111081,-3.832429305700632
0.558,-10.42711099781579,-3.977556566439881
0.56,-10.413496641948415,-4.122994990068397
0.562,-10.39786780481931,-4.2687170336650455
0.564,-10.380215238287018,-4.41469496192364
0.566,-10.36053007406879,-4.560900852278654
0.568,-10.338803826981552,-4.707306600083702
0.57,-10.315028398112624,-4.853883923841823
0.572,-10.289196077919286,-5.000604370486669
0.574,-10.261299549256512,-5.147439320713563
0.576,-10.231331890332036,-5.294359994359534
0.578,-10.199286577588062,-5.441337455831239
0.58,-10.165157488508818,-5.588342619579894
0.582,-10.12893890435328,-5.735346255622111
0.584,-10.09062551281232,-5.882318995105681
0.586,-10.050212410589605,-6.029231335919251
0.588,-10.007695105905578,-6.176053648344833
0.59,-9.963069520923778,-6.322756180752157
0.592,-9.91633199409896,-6.469309065333745
0.594,-9.867479282446256,-6.6156823238796685
0.596,-9.816508563730858,-6.761845873590934
0.598,-9.76341743857752,-6.907769532930318
0.6,-9.70820393249937,-7.053423027509677
0.602,-9.650866497845357,-7.198775996012522
0.604,-9.591404015665853,-7.343797996150829
0.606,-9.529815797495822,-7.488458510654849
0.608,-9.466101587055007,-7.632726953294917
0.61,-9.400261561864628,-7.776572674934013
0.612,-9.332296334780125,-7.919964969609995
0.614,-9.262206955439357,-8.062873080646302
0.616,-9.189994911625925,-8.205266206789979
0.618,-9.11566213054703,-8.34711350837586
0.62,-9.039210980025503,-8.48838411351574
0.622,-8.960644269605565,-8.62904712431129
0.624,-8.879965251571884,-8.769071623089637
0.626,-8.797177621881593,-8.90842667866025
0.628,-8.71228552100883,-9.04708135259211
0.63,-8.62529353470148,-9.185004705509783
0.632,-8.536206694649751,-9.322165803407316
0.634,-8.445030479066311,-9.458533723978627
0.636,-8.351770813177605,-9.59407756296324
0.638,-8.256434069626108,-9.728766440506075
0.64,-8.159027068783226,-9.862569507530104
0.642,-8.059557078972592,-9.995455952120583
0.644,-7.958031816603512,-10.127395005919649
0.646,-7.854459446214306,-10.25835595053003
0.648,-7.748848580425447,-10.388308123926558
0.65,-7.641208279802152,-10.517220926874316
0.652,-7.531548052626371,-10.645063829352079
0.654,-7.419877854577974,-10.771806376979832
0.656,-7.306208088325025,-10.897418197449063
0.658,-7.190549603022979,-11.021869006954587
0.66,-7.072913693722752,-11.145128616626604
0.662,-6.953312100687549,-11.267166938961722
0.664,-6.8317570086184105,-11.387953994251701
0.666,-6.708261045788337,-11.507459917008566
0.668,-6.582837283085177,-11.625654962384862
0.67,-6.455499232962985,-11.742509512587773
0.672,-6.326260848302069,-11.857994083285773
0.674,-6.195136521177654,-11.972079330006581
0.676,-6.0621410815372325,-12.08473605452509
0.678,-5.927289795786645,-12.195935211239993
0.68,-5.790598365284982,-12.30564791353787
0.682,-5.652082924748399,-12.413845440143339
0.684,-5.5117600405629075,-12.520499241454154
0.686,-5.3696467090064175,-12.625580945859742
0.688,-5.225760354379992,-12.729062366042136
0.69,-5.080118827048564,-12.830915505257865
0.692,-4.932740401391397,-12.931112563599507
0.694,-4.783643773662303,-13.02962594423577
0.696,-4.632848059759978,-13.12642825962867
0.698,-4.480372792908648,-13.221492337726628
0.7,-4.326237921249266,-13.31479122813215
0.702,-4.170463805341571,-13.406298208242866
0.704,-4.013071215577275,-13.495986789364647
0.706,-3.854081329504642,-13.583830722795529
0.708,-3.6935157290649494,-13.669804005879156
0.71,-3.531396397740945,-13.75388088802656
0.712,-3.367745717617845,-13.836035876704955
0.714,-3.2025864663571677,-13.91624374339232
0.716,-3.0359418140838255,-13.994479529496529
0.718,-2.867835320186886,-14.070718552237784
0.72,-2.6982909300344344,-14.144936410493116
0.722,-2.5273329716029846,-14.217108990601727
0.724,-2.354986152021924,-14.287212472129928
0.726,-2.1812755540334003,-14.35522333359451
0.728,-2.0062266323683366,-14.42111835814324
0.73,-1.829865210038847,-14.484874639191375
0.732,-1.6522174745477756,-14.546469586012924
0.734,-1.4733099740158366,-14.605880929285487
0.736,-1.29316961322694,-14.663086726587498
0.738,-1.111823649592286,-14.71806536784666
0.74,-0.9292996890338355,-14.77079558073842
0.742,-0.7456256817877893,-14.821256436033298
0.744,-0.5608299181286334,-14.869427352891966
0.746,-0.3749410240146011,-14.915288104106835
0.748,-0.18798795665495935,-14.95881882128909
0.75,-2.7554552980815444e-15,-15.0
0.752,0.18899323984562205,-15.038812504825394
0.754,0.3789618392855296,-15.075237574392164
0.756,0.5698755619694122,-15.10925682632571
0.758,0.7617038636053102,-15.140852262147225
0.76,0.9544158968455551,-15.170006272109728
0.762,1.1479805162456882,-15.196701639971756
0.764,1.342366283295351,-15.220921547707677
0.766,1.5375414715206088,-15.242649580153518
0.768,1.7334740716566768,-15.261869729587328
0.77,1.9301317968902851,-15.27856640024296
0.772,2.1274820881708134,-15.292724412756296
0.774,2.3254921195893226,-15.304329008542908
0.776,2.524128803824598,-15.313365854106111
0.778,2.723358797655288,-15.319821045274438
0.78,2.9231485075372987,-15.323681111367545
0.782,3.1234640952453216,-15.324933019289624
0.784,3.324271483577814,-15.323564177549274
0.786,3.5255363621242717,-15.319562440204994
0.788,3.7272241930939023,-15.312916110735264
0.79,3.929300217204708,-15.303613945832371
0.792,4.131729459631971,-15.291645159119057
0.794,4.334476736015131,-15.276999424787043
0.796,4.5375066585220285,-15.259666881156623
0.798,4.7407836419694735,-15.239638134156424
0.8,4.944271909999156,-15.216904260722458
0.802,5.147935501307639,-15.191456812115698
0.804,5.351738275929627,-15.163287817157261
0.806,5.555643921573217,-15.13238978538045
0.808,5.759615960006135,-15.09875571009885
0.81,5.963617753491789,-15.062379071389673
0.812,6.167612511274057,-15.023253838991597
0.814,6.371563296109649,-14.98137447511637
0.816,6.5754330308469715,-14.936735937173376
0.818,6.779184505050127,-14.88933368040653
0.82,6.982780381667177,-14.839163660442726
0.822,7.186183203741324,-14.786222335751145
0.824,7.389355401163721,-14.730506670012833
0.826,7.5922592974669705,-14.67201413439976
0.828,7.7948571166579,-14.610742709762828
0.83,7.9971109900884665,-14.546690888728138
0.832,8.198982963363568,-14.47985767770091
0.834,8.400435003284487,-14.410242598776493
0.836,8.601429004826787,-14.337845691557865
0.838,8.801926798151301,-14.262667514879041
0.84,9.001890155647134,-14.18470914843386
0.842,9.201280799005083,-14.103972194309673
0.844,9.400060406320607,-14.02045877842532
0.846,9.598190619224713,-13.934171551872994
0.848,9.795633050041653,-13.845113692163444
0.85,9.99234928897204,-13.75328890437411
0.852,10.18830091130012,-13.658701422199737
0.854,10.383449484623858,-13.561356008905028
0.856,10.577756576106527,-13.461257958178916
0.858,10.771183759748412,-13.358413094890128
0.86,10.963692623677456,-13.25282777574358
0.862,11.155244777457213,-13.144508889837367
0.864,11.345801859411084,-13.03346385911988
0.866,11.535325543961235,-12.919700638746837
0.868,11.723777548980983,-12.8032277173379
0.87,11.91111964315918,-12.68405411713256
0.872,12.097313653375322,-12.562189394045095
0.874,12.282321472083886,-12.437643637618306
0.876,12.466105064706671,-12.310427470875846
0.878,12.648626477031637,-12.180552050072862
0.88,12.829847842616841,-12.048029064344927
0.882,13.009731390198185,-11.912870735254875
0.884,13.188239451099538,-11.775089816237571
0.886,13.365334466643757,-11.63469959194239
0.888,13.540978995563316,-11.491713877473332
0.89,13.71513572140905,-11.346147017526675
0.892,13.8877674599557,-11.198013885426095
0.894,14.05883716660274,-11.047329882055186
0.896,14.228307943769206,-10.894110934687335
0.898,14.39614304828094,-10.738373495713045
0.9,14.562305898749052,-10.58013454126452
0.902,14.726760082937998,-10.41941156973771
0.904,14.88946936512197,-10.256222600211759
0.906,15.050397693428126,-10.090586170765967
0.908,15.209509207165297,-9.922521336694324
0.91,15.366768244136678,-9.752047668617733
0.912,15.522139347935186,-9.579185250494028
0.914,15.67558727521996,-9.403954677525943
0.916,15.827077002972741,-9.226377053967141
0.918,15.976573735732488,-9.046473990826636
0.92,16.12404291280709,-8.864267603471562
0.922,16.26945021546054,-8.679780509128733
0.924,16.412761574074306,-8.493035824285093
0.926,16.553943175281407,-8.304057161987393
0.928,16.69296146907185,-8.112868629041309
0.93,16.829783175867966,-7.919494823110344
0.932,16.964375293568317,-7.723960829714822
0.934,17.09670510455874,-7.526292219131222
0.936,17.226740182689095,-7.3265150431924315
0.938,17.354448400214423,-7.124655831989003
0.94,17.479797934699118,-6.920741590471958
0.942,17.602757275882567,-6.7147997949576546
0.944,17.723295232505137,-6.506858389534891
0.946,17.84138093909299,-6.296945782374915
0.948,17.95698386270035,-6.085090841944698
0.95,18.070073809607916,-5.871322893124006
0.952,18.18062093197608,-5.655671713226747
0.954,18.288595734451526,-5.438167527927161
0.956,18.393969080725956,-5.218841007091273
0.958,18.496712200045522,-4.997723260514438
0.96,18.596796693669713,-4.774845833565222
0.962,18.694194541278325,-4.550240702736471
0.964,18.788878107325207,-4.323940271104076
0.966,18.880820147337495,-4.095977363694101
0.968,18.969993814159018,-3.866385222758923
0.97,19.05637266413656,-3.6351975029630585
0.972,19.139930663247753,-3.4024482664793654
0.974,19.22064219316927,-3.1681719779963466
0.976,19.29848205728408,-2.9324034996371897
0.978,19.373425486626495,-2.6951780857915306
0.98,19.445448145763766,-2.4565313778603715
0.982,19.514526138612965,-2.2164993989151864
0.984,19.580636014191988,-1.975118548271913
0.986,19.64375477230336,-1.7324255959806574
0.988,19.703859869149728,-1.4884576772319504
0.99,19.760929222879778,-1.2432522866804026
0.992,19.814941219063385,-0.9968472726866412
0.994,19.86587471609491,-0.7492808314783098
0.996,19.913709050523337,-0.5005915012312917
0.998,19.95842404230817,-0.2508181560717251
1.0,20.0,-4.898587196589413e-15
1.002,20.038417725844475,0.2518234392623835
1.004,20.07365852080866,0.5046123165022158
1.006,20.105704189528655,0.7583264753190844
1.008,20.13453704517731,1.012925454504158
1.01,20.160139914251086,1.268368494492118
1.012,20.18249614127483,1.5246145438853482
1.014,20.201589593423538,1.781622266049064
1.016,20.21740466506002,2.039350045776681
1.018,20.22992628218737,2.2977559960240836
1.02,20.239139906815346,2.556797964711805
1.022,20.245031541239552,2.816433541594003
1.024,20.24758773223248,3.0766200651931075
1.026,20.246795575145452,3.3373146297990166
1.028,20.242642717920464,3.598474092531665
1.03,20.23511736501099,3.860055080465919
1.032,20.224208281210856,4.122013997817354
1.034,20.20990479539024,4.384307033188086
1.036,20.192196804137875,4.6468901668711755
1.038,20.171074775308632,4.909719178212525
1.04,20.146529751475526,5.172749653028982
1.042,20.118553353285428,5.435936991081456
1.044,20.087137782717473,5.699236413601758
1.046,20.052275826243502,5.96260297087191
1.048,20.01396085788964,6.225991549854645
1.05,19.972186842198226,6.48935688187389
1.052,19.92694833708942,6.752653550343684
1.054,19.878240496621586,7.015835998544558
1.056,19.826059073649823,7.278858537445802
1.058,19.77040042238191,7.541675353572388
1.06,19.711261500830933,7.804240516915179
1.062,19.648639873163887,8.066507988883064
1.064,19.582533711945718,8.328431630295677
1.066,19.512941800277964,8.589965209415281
1.068,19.43986353383151,8.851062410016546
1.07,19.36329892277282,9.111676839492553
1.072,19.283248593582996,9.371762036996003
1.074,19.199713790769145,9.631271481613895
1.076,19.11269637846748,9.890158600574424
1.078,19.02219884193759,10.148376777484577
1.08,18.92822428894745,10.405879360597059
1.082,18.83077645104853,10.662619671105041
1.084,18.72985968474067,10.918551011463292
1.086,18.625478972526132,11.173626673734319
1.088,18.517639923852496,11.427799947957796
1.09,18.40634877594393,11.681024130542127
1.092,18.291612394520378,11.933252532676441
1.094,18.17343827440438,12.184438488761561
1.096,18.051834540015125,12.434535364858512
1.098,17.92680994574935,12.683496567153005
1.1,17.798373876248835,12.93127555043442
1.102,17.66653634655411,13.177825826587732
1.104,17.531308002144208,13.423100973096888
1.106,17.39270011886201,13.667054641558199
1.108,17.25072460272524,13.909640566201928
1.11,17.10539398962252,14.150812572420916
1.112,16.956721444894598,14.390524585304448
1.114,16.804720762800386,14.628730638175877
1.116,16.649406365867737,14.865384881132508
1.118,16.49079330412876,15.100441589586119
1.12,16.328897254239607,15.333855172802641
1.122,16.16373451848463,15.565580182439344
1.124,15.995322023664734,15.795571321078135
1.126,15.823677319870091,16.02378345075309
1.128,15.648818579136888,16.25017160147117
1.13,15.470764593988385,16.474690979723878
1.132,15.289534775860012,16.697296976989037
1.134,15.105149153408846,16.91794517822043
1.136,14.917628370707186,17.13659137032426
1.138,14.726993685320567,17.353191550620537
1.14,14.533266966270137,17.56770193528798
1.142,14.33647069187961,17.780078967790804
1.144,14.13662794750686,17.99027932728583
1.146,13.933762423160362,18.198259937008377
1.148,13.727898411000655,18.403977972635307
1.15,13.519060802726903,18.607390870623775
1.152,13.307275086849064,18.808456336523903
1.154,13.092567345845557,19.00713235326409
1.156,12.874964253206922,19.203377189407178
1.158,12.654493070365683,19.39714940737599
1.16,12.431181643512735,19.58840787164674
1.162,12.205058400300523,19.77711175690863
1.164,11.976152346433478,19.96322055618822
1.166,11.74449306214595,20.146694088936915
1.168,11.510110698568113,20.327492509080106
1.17,11.273035973980157,20.505576313026395
1.172,11.033300169955412,20.680906347635293
1.174,10.79093512739255,20.853443818142015
1.176,10.545973242437572,21.023150296037716
1.178,10.298447462295991,21.189987726903695
1.18,10.048391280935723,21.353918438198054
1.182,9.795838734681245,21.514905146993296
1.184,9.540824397699538,21.672910967663324
1.186,9.283383377378463,21.827899419518435
1.188,9.023551309598014,21.979834434386714
1.19,8.761364353895353,22.128680364140376
1.192,8.496859188523912,22.274401988165625
1.194,8.23007300540748,22.416964520774506
1.196,7.961043504989851,22.55633361855731
1.198,7.689808890980749,22.69247538767407
1.2,7.416407864998746,22.825356391083684
1.202,7.140879621111923,22.954943655709297
1.204,6.863263840277047,23.081204679538402
1.206,6.583600684677903,23.204107438656383
1.208,6.301930791963928,23.323620394211893
1.21,6.0182952693895,23.43971249931287
1.212,5.732735687855099,23.55235320585169
1.214,5.445294075850986,23.661512471258092
1.216,5.156012913304377,23.767160765178463
1.218,4.864935125330961,23.869269076080254
1.22,4.5721040758916836,23.96780891778
1.222,4.277563561355747,24.062752335893776
1.224,3.98135780397077,24.154071914208608
1.226,3.6835314452409795,24.24174078097365
1.228,3.3841295392147246,24.32573261510975
1.23,3.0831975456818967,24.406021652336154
1.232,2.7807813232825978,24.482582691213008
1.234,2.4769271225279903,24.55539109909849
1.236,2.171681578734375,24.624422818019223
1.238,1.8650917048716154,24.6896543704528
1.24,1.5572048843269704,24.751062865021137
1.242,1.248068863585494,24.808626002093472
1.244,0.9377317448279869,24.862322079297858
1.246,0.6262419784479829,24.912129996939836
1.248,0.3136483554884914,24.95802926332725
1.25,7.654042494670958e-15,25.0
1.252,-0.3146536386791443,25.038022946863556
1.254,-0.6302627937189016,25.072079467225162
1.256,-0.9467773886687559,25.102151552731602
1.258,-1.264147045403005,25.1282218282074
1.26,-1.58232109213868,25.15027355639244
1.262,-1.901248571525008,25.168290642577897
1.264,-2.220878248802776,25.1822576391394
1.266,-2.5411586200327525,25.19215974996652
1.268,-2.862037920391489,25.197982834787414
1.27,-3.1834641325333246,25.199713413387737
1.272,-3.505384995017192,25.197338669722807
1.274,-3.8277480107968693,25.190846455922053
1.276,-4.150500455773434,25.18022529618479
1.278,-4.473589387408041,25.165464390566495
1.28,-4.79696165339456,25.14655361865443
1.282,-5.120563900389386,25.123483543132092
1.284,-5.444342582798378,25.096245413231205
1.286,-5.768243971618079,25.064831168070764
1.288,-6.092214163331125,25.02923343988201
1.29,-6.416199088853254,24.98944555711868
1.292,-6.740144522530918,24.945461547451803
1.294,-7.063996091188384,24.897276140647904
1.296,-7.387699283221768,24.84488477133039
1.298,-7.711199457739839,24.78828358162285
1.3,-8.034441853748625,24.727469423673995
1.302,-8.357371599379752,24.662439862063135
1.304,-8.67993372115949,24.593193176085908
1.306,-9.002073153318364,24.5197283619192
